label,device_type,flow_pkts_s,flow_byts_s,flow_duration_s,avg_pkt_len
Normal,light,48.17,100.0,1.881,460.64
Normal,camera,121.52,100721.67,1.622,655.16
DDoS,thermostat,535.97,60854.25,2.641,600.42
DDoS,camera,833.22,724863.78,6.714,506.26
Normal,thermostat,37.02,23309.42,3.493,672.59
Normal,thermostat,41.67,37473.3,3.106,604.59
DDoS,camera,704.36,455816.18,2.924,611.6
Normal,speaker,76.37,23647.23,4.693,577.8
DDoS,speaker,762.47,124278.91,11.255,618.54
Normal,light,56.1,7251.74,4.27,787.46
Normal,thermostat,33.69,23319.96,6.228,640.22
Normal,speaker,99.21,33908.95,6.653,810.94
DDoS,camera,904.47,328690.01,9.567,440.44
Normal,light,33.23,7906.54,7.618,737.93
DDoS,camera,721.47,446292.04,10.11,350.47
Normal,light,53.01,14533.29,2.53,750.08
Normal,camera,96.54,74280.2,6.753,707.51
Normal,speaker,48.29,50112.82,4.18,704.17
Normal,speaker,74.69,33358.5,3.165,677.69
Normal,camera,121.37,108460.74,2.265,765.98
Normal,thermostat,59.75,18209.59,1.869,650.09
DDoS,speaker,618.38,250807.75,10.286,704.66
Normal,thermostat,43.68,14864.54,2.155,708.2
DDoS,speaker,227.2,133917.96,2.529,511.54
Normal,light,48.7,4737.19,4.559,733.44
DDoS,thermostat,484.35,129849.75,2.897,397.05
Normal,camera,102.14,110195.1,3.988,551.3
Normal,camera,125.05,94069.7,1.03,489.15
Normal,light,28.02,12818.71,5.921,586.62
Normal,thermostat,119.04,30898.01,1.905,487.46
DDoS,thermostat,529.22,154867.39,2.657,329.38
Normal,thermostat,75.0,16527.23,0.742,687.14
Normal,light,34.5,24859.3,5.713,550.83
DDoS,speaker,650.76,169893.53,6.803,420.18
Normal,speaker,94.2,38597.55,7.613,623.86
DDoS,thermostat,464.96,95555.11,4.766,613.99
Normal,speaker,67.52,28028.28,2.563,573.08
DDoS,light,289.06,47541.73,17.386,395.51
Normal,light,42.66,9993.32,1.338,701.38
Normal,speaker,78.17,50646.49,1.916,610.02
Normal,camera,134.06,101941.41,0.841,590.58
DDoS,camera,616.87,552777.87,5.372,540.33
Normal,speaker,100.49,11904.87,3.872,812.93
Normal,thermostat,51.75,39794.4,1.698,726.72
Normal,speaker,47.86,37948.74,5.287,787.08
DDoS,speaker,306.31,194504.03,5.222,485.47
DDoS,camera,1058.62,511634.08,1.078,492.21
DDoS,speaker,817.53,219965.2,5.791,436.17
Normal,thermostat,22.28,23688.3,3.299,573.3
Normal,thermostat,96.42,51559.34,2.918,737.2
Normal,light,65.59,3356.58,1.491,799.89
DDoS,speaker,404.39,170361.05,3.139,696.78
Normal,camera,87.89,85286.98,0.679,721.45
Normal,thermostat,62.95,39605.56,0.559,648.21
DDoS,light,278.38,135000.93,3.377,435.18
Normal,light,28.64,27809.83,0.493,558.01
Normal,light,15.16,21336.35,2.356,695.87
Normal,camera,137.52,99466.37,5.32,521.06
Normal,camera,127.21,98283.64,4.453,511.58
DDoS,thermostat,230.88,150342.91,5.934,703.6
Normal,speaker,82.36,29192.91,3.342,615.98
Normal,camera,136.76,105926.29,1.919,616.06
Normal,camera,136.15,77875.99,4.065,418.47
Normal,speaker,98.86,56536.27,1.492,589.66
Normal,camera,117.46,115808.77,3.425,697.96
Normal,speaker,96.21,23381.76,3.747,519.95
Normal,light,6.81,8516.02,6.905,716.51
Normal,speaker,40.21,52032.15,2.735,763.03
Normal,camera,110.85,74392.4,3.122,632.95
Normal,camera,95.18,96737.66,0.51,765.37
DDoS,light,456.09,112602.97,8.341,690.05
DDoS,speaker,829.07,193107.52,8.287,677.06
DDoS,light,281.04,75637.87,5.345,498.08
Normal,camera,87.76,94124.58,2.045,761.83
Normal,light,58.75,35250.56,0.864,557.26
Normal,light,8.46,18250.58,0.256,580.68
Normal,light,78.06,31362.26,1.446,564.24
Normal,light,38.81,11805.53,2.812,597.61
Normal,speaker,81.92,25681.48,4.242,671.23
DDoS,light,266.52,82225.72,7.158,498.28
Normal,camera,125.23,111194.91,2.252,730.37
Normal,thermostat,49.85,34325.67,6.77,774.29
DDoS,camera,1033.99,557371.56,4.806,612.07
Normal,thermostat,43.5,35343.13,2.096,494.04
DDoS,thermostat,393.87,49932.39,11.635,487.11
DDoS,camera,529.88,829208.16,1.651,465.07
DDoS,thermostat,401.26,182885.39,6.634,634.96
Normal,camera,62.01,96405.83,5.922,465.47
DDoS,speaker,496.63,154359.69,13.363,421.25
Normal,speaker,79.59,32376.84,0.912,677.45
Normal,camera,135.36,79131.98,2.578,594.96
Normal,speaker,68.88,28032.38,4.683,580.25
Normal,thermostat,70.82,100.0,0.354,610.44
Normal,camera,120.75,88366.37,8.629,605.07
Normal,camera,133.14,90967.11,2.169,518.54
DDoS,thermostat,380.62,105533.49,2.407,742.01
DDoS,light,241.59,118759.54,3.368,520.51
DDoS,light,358.77,65617.78,2.755,798.61
Normal,camera,136.24,99851.63,4.76,662.11
DDoS,camera,1142.63,564433.68,0.481,488.46
Normal,thermostat,37.69,10457.75,0.706,627.01
DDoS,camera,777.55,568844.28,3.598,313.62
DDoS,camera,674.74,366616.84,2.78,389.56
Normal,camera,124.26,80796.7,1.614,648.35
DDoS,speaker,719.71,93494.47,8.592,416.72
Normal,speaker,53.26,23547.44,3.394,743.63
Normal,thermostat,28.0,14290.32,2.763,660.8
Normal,speaker,93.79,39120.44,4.267,689.9
Normal,thermostat,50.25,5154.97,5.695,610.14
DDoS,thermostat,529.09,61644.18,1.71,497.96
Normal,camera,125.17,100396.55,3.152,624.0
Normal,light,68.9,3685.25,6.589,618.38
Normal,speaker,82.74,49134.44,1.813,649.45
DDoS,light,405.6,131349.31,1.7,673.41
DDoS,thermostat,329.71,85412.19,2.733,518.67
DDoS,light,428.75,144950.71,5.143,554.36
DDoS,camera,604.98,499243.1,6.757,371.84
Normal,speaker,57.28,31146.17,5.183,684.98
Normal,thermostat,47.96,4685.11,3.26,701.75
Normal,thermostat,102.76,33548.6,1.264,631.71
Normal,light,9.55,24102.29,2.927,596.99
DDoS,light,302.17,80873.08,10.781,627.65
Normal,camera,110.73,98169.89,2.605,776.61
DDoS,light,321.87,80926.17,4.531,395.87
Normal,camera,103.35,125334.96,1.019,556.95
Normal,light,3.65,100.0,4.309,638.05
Normal,speaker,98.3,30821.89,1.634,689.05
DDoS,speaker,455.33,205605.37,4.62,571.31
DDoS,light,313.96,105736.0,7.06,438.16
DDoS,thermostat,550.18,218856.05,6.567,626.73
Normal,camera,144.92,89110.06,1.31,566.85
DDoS,light,223.13,83735.15,2.0,551.77
Normal,camera,83.84,87198.04,4.46,558.78
Normal,thermostat,33.81,14104.1,3.235,649.97
DDoS,camera,1170.4,532358.75,1.64,577.49
Normal,camera,96.56,101616.36,6.04,670.5
DDoS,light,252.69,82975.46,2.425,546.35
Normal,camera,120.42,83145.96,0.748,769.8
Normal,light,59.16,100.0,2.283,548.01
DDoS,thermostat,436.4,69987.17,5.845,602.86
Normal,camera,129.01,93156.42,2.376,597.02
DDoS,thermostat,287.76,137559.03,1.55,385.41
Normal,camera,124.05,64324.47,3.451,701.51
Normal,camera,115.8,101526.05,1.677,636.56
Normal,light,46.59,16278.36,3.647,638.71
Normal,camera,108.37,100164.23,4.315,519.96
Normal,speaker,89.71,35355.45,3.939,699.05
Normal,camera,95.66,84620.61,1.19,732.39
DDoS,camera,749.2,593877.54,8.906,484.85
Normal,light,53.63,16329.94,5.104,714.99
Normal,thermostat,13.96,23169.46,6.252,614.95
Normal,camera,117.23,82095.57,2.166,663.89
Normal,thermostat,38.02,33705.9,4.626,652.11
DDoS,camera,924.42,299108.02,3.317,528.8
DDoS,speaker,482.24,82047.4,7.308,486.88
Normal,thermostat,61.52,37713.39,2.351,579.78
DDoS,light,231.18,44247.05,2.434,470.78
Normal,speaker,55.51,53688.52,3.852,825.37
Normal,thermostat,62.82,5227.68,2.394,619.05
DDoS,speaker,447.68,133104.78,2.862,266.72
Normal,thermostat,68.82,26746.27,3.247,684.33
DDoS,speaker,603.55,100050.91,5.203,623.92
DDoS,camera,810.1,318701.11,4.157,548.95
Normal,light,41.62,25507.2,3.167,694.8
DDoS,thermostat,396.12,132222.44,7.998,434.88
DDoS,thermostat,417.32,148975.94,4.673,764.05
Normal,light,17.23,11751.73,4.622,615.38
Normal,light,57.67,100.0,4.205,527.49
Normal,camera,150.73,83261.86,2.233,566.45
DDoS,camera,1039.55,258313.06,7.218,277.75
DDoS,light,415.93,104394.03,1.811,330.14
Normal,light,37.12,14555.35,9.723,651.36
Normal,speaker,70.47,36312.04,0.569,616.85
Normal,light,37.27,25906.1,2.062,618.4
Normal,speaker,83.46,11389.55,2.359,678.0
Normal,light,37.66,13511.47,3.849,593.82
Normal,camera,120.12,91548.03,0.24,702.23
Normal,camera,79.39,85931.17,3.113,637.04
Normal,light,5.98,8050.8,3.829,574.15
Normal,light,59.17,29472.12,3.066,543.19
Normal,camera,145.21,110119.62,1.106,725.07
DDoS,thermostat,488.97,105572.58,14.635,483.94
Normal,speaker,80.97,41100.42,2.622,645.1
Normal,thermostat,74.41,27245.77,1.226,586.82
Normal,thermostat,53.27,44196.45,1.311,819.16
Normal,thermostat,51.23,30305.72,4.972,704.25
Normal,camera,107.71,102733.58,0.669,554.15
Normal,thermostat,80.0,33937.47,7.13,564.67
Normal,thermostat,48.6,21556.99,3.153,705.55
DDoS,camera,1089.3,481556.93,3.115,608.2
DDoS,light,297.7,63251.04,6.23,630.78
DDoS,thermostat,365.85,120754.56,1.707,599.69
DDoS,speaker,248.23,245962.2,5.965,563.5
DDoS,speaker,607.52,286936.32,2.068,407.48
Normal,camera,127.19,85197.32,1.24,623.33
Normal,light,75.92,9609.22,1.549,459.05
Normal,thermostat,71.12,21293.62,4.521,505.63
Normal,speaker,87.48,43123.35,5.09,557.05
DDoS,camera,1280.35,632419.72,2.388,537.0
Normal,light,1.0,3087.15,1.614,622.39
Normal,light,62.56,3213.62,3.017,574.97
Normal,camera,135.71,84364.37,5.28,553.7
Normal,camera,116.34,74803.7,0.858,572.46
DDoS,light,167.37,64444.54,1.457,579.54
DDoS,light,109.94,106304.28,3.648,506.42
Normal,thermostat,67.0,28786.87,3.679,536.93
DDoS,light,370.82,85807.65,4.097,533.56
Normal,thermostat,50.23,18839.07,2.743,603.48
DDoS,light,443.97,51890.19,1.353,377.11
Normal,camera,152.55,90250.72,0.498,567.91
Normal,speaker,66.33,41806.9,4.784,607.35
Normal,camera,108.56,66847.0,1.687,612.8
DDoS,thermostat,489.78,144332.83,6.721,427.83
DDoS,camera,609.47,360044.55,2.931,319.05
Normal,camera,151.55,83934.61,0.928,702.15
Normal,thermostat,105.12,27577.27,0.497,854.83
DDoS,camera,224.72,439156.16,7.952,532.66
Normal,speaker,88.63,53673.07,5.032,798.53
Normal,camera,102.63,87232.13,2.622,643.21
Normal,thermostat,47.21,35168.85,1.177,582.65
Normal,thermostat,55.98,40930.0,3.11,644.03
DDoS,camera,284.7,395923.93,3.577,463.12
DDoS,camera,898.59,586533.6,4.612,682.33
Normal,thermostat,71.05,28263.93,2.014,598.03
Normal,thermostat,37.02,31215.68,0.698,626.77
DDoS,thermostat,452.41,104322.87,2.503,546.91
Normal,thermostat,66.41,12117.48,2.179,649.36
DDoS,light,211.79,67172.06,2.895,465.76
Normal,camera,105.06,70558.87,3.222,721.57
Normal,thermostat,65.27,30046.28,3.984,551.44
DDoS,speaker,760.48,173520.17,3.62,472.02
DDoS,thermostat,308.5,33608.93,5.036,746.2
Normal,light,48.34,9210.55,3.351,712.89
DDoS,thermostat,441.31,115711.37,3.908,590.9
Normal,light,46.33,100.0,0.588,662.6
Normal,light,40.92,18748.12,0.512,705.11
DDoS,thermostat,466.45,98852.37,5.024,528.27
DDoS,speaker,673.1,267771.97,7.205,540.13
Normal,camera,113.01,77337.77,2.424,602.61
Normal,camera,119.9,107714.68,2.075,586.42
Normal,light,30.44,4891.16,4.546,722.22
Normal,speaker,81.31,5962.92,4.336,645.24
Normal,camera,116.86,91701.32,1.929,761.66
DDoS,camera,877.04,388943.93,7.744,480.66
Normal,camera,113.42,74301.37,4.77,674.91
DDoS,camera,963.09,539458.62,4.424,201.04
Normal,light,29.94,27726.37,2.04,697.94
Normal,thermostat,93.66,21274.65,1.677,592.34
Normal,thermostat,51.76,33863.3,4.733,694.62
Normal,thermostat,72.64,15309.21,2.415,528.03
Normal,camera,115.51,98031.03,2.373,707.53
DDoS,camera,999.98,526865.2,4.937,411.98
Normal,light,63.0,307.41,11.21,745.27
DDoS,speaker,773.83,175332.11,8.922,553.08
Normal,speaker,49.15,30036.79,3.303,705.3
DDoS,camera,917.74,308129.78,5.818,540.27
Normal,speaker,79.17,8160.26,2.462,624.99
DDoS,light,272.69,100839.37,5.574,626.7
Normal,light,68.84,897.97,2.263,574.67
DDoS,thermostat,474.64,166240.73,7.452,558.22
DDoS,thermostat,301.58,87621.37,12.157,555.61
Normal,thermostat,75.97,11929.31,2.483,653.63
Normal,camera,117.66,80479.1,2.074,723.4
Normal,camera,94.72,105413.93,4.952,593.8
DDoS,camera,344.35,498855.56,9.49,509.87
Normal,thermostat,46.95,18356.52,1.856,511.75
Normal,light,30.13,11170.98,0.338,698.84
Normal,thermostat,63.25,100.0,7.825,603.69
Normal,camera,128.23,57623.82,1.956,608.15
DDoS,speaker,426.51,179501.25,9.749,611.1
Normal,speaker,106.38,35891.08,3.396,759.02
Normal,light,48.78,36982.51,5.658,531.31
DDoS,speaker,723.08,234860.65,9.312,720.84
Normal,thermostat,55.5,43296.12,2.49,638.23
DDoS,speaker,409.27,58674.33,6.253,390.6
Normal,camera,150.2,105092.12,3.831,735.85
Normal,thermostat,20.58,37802.47,2.23,595.23
Normal,camera,114.76,84847.87,0.945,546.82
DDoS,camera,1099.03,518398.43,4.891,552.49
Normal,camera,96.79,102906.0,2.743,798.39
Normal,light,16.03,39589.54,2.909,568.78
Normal,light,48.41,31325.97,0.759,739.01
Normal,light,24.05,9657.99,3.03,614.58
DDoS,camera,703.81,309273.28,4.04,576.6
Normal,speaker,63.78,47300.58,2.14,643.48
DDoS,light,209.93,94611.89,2.832,591.17
Normal,thermostat,48.22,25391.28,2.314,717.81
DDoS,light,238.03,92653.09,0.89,671.05
Normal,camera,131.82,76602.78,1.875,707.05
Normal,thermostat,73.81,17401.76,1.615,627.58
Normal,speaker,86.22,34566.61,1.253,792.71
DDoS,camera,646.47,365976.92,1.699,355.0
Normal,thermostat,82.76,39009.14,4.178,690.77
DDoS,speaker,589.59,148588.02,5.014,471.46
DDoS,light,410.34,100930.82,1.511,534.29
Normal,camera,108.92,104263.19,7.299,575.73
Normal,camera,126.6,97241.93,0.696,764.48
Normal,camera,143.32,96461.63,0.627,629.17
Normal,light,11.34,16186.41,4.515,553.33
DDoS,thermostat,348.26,96908.11,6.075,296.85
DDoS,camera,675.41,194707.72,7.704,544.85
Normal,speaker,78.72,57997.45,4.72,670.75
Normal,thermostat,89.05,26141.44,2.276,612.21
Normal,camera,129.78,78803.66,0.975,625.4
Normal,thermostat,40.35,18083.84,1.275,609.66
DDoS,light,320.8,97110.34,3.023,506.66
Normal,camera,147.09,87725.48,2.918,674.56
DDoS,camera,758.53,368039.55,3.143,587.97
Normal,speaker,110.86,27079.09,1.352,803.76
Normal,thermostat,60.35,6263.88,1.994,565.44
Normal,thermostat,63.76,4584.88,1.09,605.38
Normal,thermostat,37.3,16206.24,4.007,730.79
Normal,camera,146.21,102450.3,5.091,716.65
DDoS,camera,767.04,470291.17,3.209,570.14
DDoS,thermostat,526.41,140684.72,7.479,572.02
Normal,camera,133.35,71772.06,0.94,618.84
Normal,camera,131.53,90986.45,0.31,669.69
Normal,speaker,82.93,37674.37,3.638,639.29
DDoS,speaker,261.6,213924.21,4.869,711.53
Normal,light,34.11,6014.22,0.784,734.55
DDoS,speaker,567.36,165752.79,2.693,516.69
Normal,camera,100.45,72619.73,1.975,664.86
Normal,speaker,45.6,49434.47,4.719,641.93
DDoS,camera,745.02,485846.58,4.848,504.3
Normal,speaker,63.67,36436.15,2.124,623.18
Normal,speaker,49.62,6786.1,1.087,580.4
Normal,light,73.38,100.0,3.474,633.82
Normal,speaker,123.44,40522.87,7.431,613.15
Normal,light,1.0,4622.37,4.061,625.28
DDoS,camera,857.69,742457.32,1.53,475.4
DDoS,thermostat,489.02,97338.78,4.367,468.79
Normal,light,51.23,24151.0,3.823,608.55
DDoS,camera,913.63,45062.74,7.287,503.85
Normal,light,70.08,16792.78,2.138,674.63
Normal,speaker,91.18,38814.46,13.29,676.95
Normal,camera,151.58,88200.46,4.059,623.39
Normal,light,68.56,12480.11,1.08,639.76
Normal,speaker,43.52,59069.22,5.83,740.26
DDoS,speaker,610.91,241650.59,5.252,649.29
Normal,speaker,99.31,7887.55,1.51,640.17
Normal,thermostat,39.41,47875.39,0.195,659.68
Normal,speaker,82.27,36756.09,4.971,502.95
DDoS,light,428.74,95850.82,9.93,716.03
DDoS,camera,615.06,293794.73,2.177,199.59
Normal,thermostat,81.99,549.71,9.515,713.6
Normal,light,67.36,17517.07,2.666,597.85
Normal,camera,122.32,68953.38,3.162,724.42
Normal,light,42.73,7667.72,0.549,678.23
Normal,light,18.15,34098.79,1.585,792.66
Normal,camera,108.74,82470.27,2.253,625.81
Normal,light,45.04,26669.49,2.894,775.27
Normal,light,57.42,35392.97,2.171,686.82
Normal,thermostat,79.79,27349.41,2.495,529.5
DDoS,camera,751.44,441624.86,3.269,421.76
DDoS,camera,808.35,539079.63,1.072,517.11
Normal,thermostat,55.47,12080.7,1.619,668.9
Normal,speaker,39.58,47105.02,1.069,631.08
Normal,camera,86.69,104947.95,3.213,554.96
Normal,light,58.42,5386.42,1.835,636.57
DDoS,camera,1002.15,425834.37,9.055,470.48
Normal,thermostat,63.58,15823.51,5.88,666.99
DDoS,speaker,396.17,229083.44,8.312,644.63
DDoS,light,338.47,66760.64,4.199,593.35
Normal,camera,131.19,101010.72,0.77,737.71
Normal,thermostat,36.9,24549.53,1.914,712.87
Normal,camera,120.01,67610.0,1.824,678.46
Normal,thermostat,61.21,15789.44,1.59,617.33
Normal,light,44.62,10918.1,3.088,761.18
Normal,camera,136.53,89695.06,6.561,712.2
DDoS,camera,711.19,340526.13,0.921,552.26
Normal,thermostat,80.47,35887.28,3.61,595.93
Normal,speaker,50.3,53636.72,2.937,790.26
Normal,speaker,104.01,44189.37,4.005,521.29
DDoS,camera,747.0,437312.9,8.378,477.4
Normal,light,54.5,30085.37,0.505,654.64
DDoS,thermostat,435.11,111790.02,2.003,767.1
Normal,thermostat,80.68,22692.66,1.119,526.0
Normal,light,41.72,23106.44,4.445,634.6
Normal,speaker,49.78,38092.76,4.52,649.78
Normal,speaker,91.43,12768.08,2.73,611.55
DDoS,light,324.1,133520.87,5.474,508.06
Normal,thermostat,21.0,30401.39,11.602,758.83
DDoS,light,411.71,131201.98,3.674,538.69
Normal,camera,101.87,94496.21,1.777,663.43
Normal,light,53.71,24603.64,4.653,677.86
Normal,thermostat,68.05,25195.14,4.497,778.74
Normal,light,39.2,24850.7,1.921,593.8
DDoS,camera,618.74,517524.97,4.397,697.76
DDoS,camera,1041.6,399173.15,2.741,486.42
Normal,speaker,93.72,50347.84,2.316,643.72
Normal,camera,98.18,107254.76,3.257,540.92
Normal,thermostat,46.83,44639.72,3.876,590.68
Normal,camera,142.63,72115.8,2.959,764.07
Normal,camera,122.73,107005.29,3.247,843.46
Normal,camera,104.38,79497.49,2.868,633.08
Normal,camera,124.16,60492.53,2.686,572.09
Normal,speaker,44.85,19981.73,3.822,632.05
Normal,camera,86.79,85350.93,0.448,521.54
Normal,speaker,87.16,20676.9,7.585,752.19
Normal,light,22.21,10495.09,3.636,659.42
Normal,thermostat,56.31,31466.06,1.383,470.47
DDoS,light,301.44,141880.07,3.04,522.91
Normal,thermostat,75.02,1375.81,7.677,689.03
Normal,light,60.09,9128.43,3.106,609.7
Normal,camera,156.3,82832.82,5.16,678.39
Normal,thermostat,62.64,4614.65,0.81,798.58
DDoS,speaker,452.11,176526.81,3.596,340.81
Normal,speaker,82.04,11400.33,1.499,696.06
DDoS,speaker,679.79,113473.03,6.238,610.6
DDoS,thermostat,358.63,88051.91,9.675,615.09
Normal,light,43.02,23801.94,4.336,567.96
Normal,thermostat,62.32,14396.6,0.931,726.0
DDoS,thermostat,505.81,145256.41,11.089,482.65
Normal,camera,108.07,83429.76,1.909,641.9
Normal,light,70.8,33932.37,2.14,618.58
Normal,camera,104.19,69015.29,1.375,615.01
Normal,thermostat,57.66,30211.5,7.547,665.98
Normal,speaker,88.07,28887.72,1.896,727.7
Normal,camera,103.84,102154.69,1.905,607.63
DDoS,camera,833.21,354963.06,4.628,725.04
Normal,camera,155.1,83966.1,0.839,609.92
DDoS,speaker,301.34,210485.4,2.2,695.5
Normal,thermostat,73.69,9879.91,1.499,602.58
Normal,thermostat,70.96,34929.57,4.029,668.69
Normal,speaker,68.89,20751.13,0.84,502.95
Normal,speaker,75.62,20707.02,2.18,704.74
Normal,thermostat,39.22,37304.88,1.266,558.81
Normal,light,51.85,32871.06,0.839,561.47
DDoS,light,330.15,106894.8,5.782,514.02
Normal,light,55.77,8348.25,0.678,644.96
Normal,camera,110.45,90578.31,5.955,762.89
DDoS,speaker,662.25,74907.47,4.557,397.58
DDoS,thermostat,247.86,95959.84,2.744,421.36
Normal,camera,129.28,83303.29,0.837,745.55
Normal,thermostat,38.85,23102.87,2.796,718.91
DDoS,camera,743.69,397016.91,4.957,542.17
Normal,camera,118.32,89637.45,2.436,753.82
Normal,light,9.73,5876.43,4.125,592.21
Normal,camera,91.93,76887.58,3.078,837.55
DDoS,thermostat,421.67,177029.68,1.844,475.21
Normal,thermostat,42.99,26909.98,1.083,799.8
DDoS,camera,878.89,558096.8,10.757,564.27
Normal,speaker,92.37,37444.31,4.75,693.65
DDoS,camera,1065.87,514010.03,2.959,550.77
Normal,thermostat,49.04,16992.28,0.502,577.04
Normal,thermostat,49.44,14832.45,2.457,618.64
DDoS,camera,892.22,489358.03,10.889,450.93
Normal,camera,123.12,85267.28,5.387,694.57
Normal,light,48.55,15928.76,5.548,689.01
Normal,speaker,66.17,32483.53,2.043,522.1
Normal,camera,127.78,97943.28,1.27,680.79
Normal,light,40.23,26130.51,1.273,686.53
DDoS,light,397.73,119142.88,3.372,785.16
Normal,speaker,78.82,38026.26,4.024,789.88
Normal,thermostat,67.66,20198.37,3.512,748.54
Normal,thermostat,50.49,100.0,3.184,548.15
Normal,thermostat,61.08,7063.03,3.138,574.83
DDoS,light,230.01,84953.52,3.376,744.55
Normal,speaker,74.9,19764.48,1.065,537.98
Normal,camera,100.81,100321.44,3.131,599.59
DDoS,thermostat,467.42,123386.74,4.241,552.52
Normal,speaker,75.58,28881.03,5.79,740.87
DDoS,speaker,583.59,201495.89,11.036,449.78
DDoS,speaker,577.96,210069.68,2.015,556.14
DDoS,light,310.39,78255.16,1.394,498.83
Normal,thermostat,67.07,8708.41,2.262,615.23
DDoS,light,379.21,91822.38,4.03,564.31
DDoS,light,218.97,66935.78,10.764,549.68
Normal,camera,128.76,89708.21,0.4,673.57
Normal,thermostat,17.98,7447.39,2.671,704.32
Normal,light,11.03,11607.82,0.488,564.85
Normal,camera,158.05,73926.09,2.271,789.14
Normal,light,24.32,18476.37,3.916,667.57
Normal,light,47.63,24763.61,1.663,522.58
Normal,speaker,56.65,36630.29,3.552,597.08
Normal,camera,139.74,92109.04,0.739,636.44
Normal,camera,145.7,83130.18,4.841,609.98
Normal,light,19.54,13502.59,3.529,674.28
DDoS,camera,735.99,567955.85,1.575,478.7
Normal,light,2.49,24986.0,2.265,611.78
Normal,light,22.48,32715.36,5.145,621.41
Normal,camera,132.89,109586.94,1.97,596.64
Normal,thermostat,20.9,21741.35,4.298,587.76
DDoS,thermostat,296.95,152385.0,3.654,509.38
DDoS,thermostat,587.02,188358.09,1.496,602.01
Normal,speaker,74.41,54376.75,1.4,614.33
DDoS,speaker,468.8,124005.49,7.136,577.73
Normal,light,14.66,6814.07,5.675,570.47
Normal,light,68.68,19509.39,0.979,653.91
Normal,thermostat,41.33,43824.18,3.869,779.18
DDoS,speaker,524.2,131995.74,4.465,596.11
Normal,light,19.71,29091.56,0.732,625.67
DDoS,light,333.06,76328.51,4.937,538.41
DDoS,speaker,363.05,124780.59,2.523,402.27
Normal,camera,113.04,62461.65,4.137,670.05
Normal,speaker,58.49,10780.88,0.679,745.93
DDoS,camera,591.73,463106.66,6.453,546.84
Normal,thermostat,57.61,38589.08,5.777,688.48
Normal,thermostat,75.53,33615.87,0.53,652.24
Normal,speaker,53.78,20217.58,0.752,683.79
Normal,speaker,51.38,30433.75,2.039,645.63
Normal,light,37.43,2542.67,1.963,618.57
Normal,light,46.46,100.0,1.791,561.45
Normal,light,44.14,21627.25,1.606,649.86
Normal,speaker,52.29,27404.71,4.581,629.93
DDoS,thermostat,445.69,144359.21,4.709,498.81
DDoS,thermostat,373.6,162271.09,5.844,625.03
Normal,camera,116.14,85065.52,0.714,674.0
Normal,light,93.45,7842.13,2.892,499.69
DDoS,light,329.33,157689.77,9.254,480.49
Normal,thermostat,81.04,21479.57,2.519,711.0
Normal,camera,108.41,81579.27,1.925,646.64
DDoS,speaker,522.67,91485.95,4.512,494.31
DDoS,camera,603.2,357631.3,4.769,395.16
DDoS,light,250.91,132359.7,11.719,460.66
DDoS,speaker,418.73,186308.63,1.316,651.8
Normal,thermostat,46.97,28418.07,1.803,530.39
Normal,camera,97.23,95839.63,0.858,627.26
DDoS,light,291.05,89275.95,5.145,436.02
Normal,speaker,57.77,9772.34,2.78,610.59
Normal,thermostat,41.03,32523.78,1.329,502.21
DDoS,speaker,494.41,221828.93,5.894,613.82
DDoS,camera,600.07,525880.26,1.755,551.72
Normal,thermostat,107.37,28759.02,1.235,600.58
DDoS,light,218.45,64112.88,4.282,434.34
DDoS,speaker,565.14,145188.08,7.856,634.86
DDoS,camera,642.6,507838.02,11.631,439.75
Normal,speaker,46.88,30033.59,1.125,610.5
Normal,light,64.51,25487.42,1.652,619.54
Normal,thermostat,58.55,37076.54,4.09,776.54
Normal,camera,154.02,106557.62,1.414,665.69
Normal,speaker,115.51,42275.86,0.626,644.1
Normal,camera,125.83,96385.58,2.797,580.1
Normal,thermostat,52.46,8596.73,2.511,665.19
DDoS,camera,1407.19,292766.92,8.408,527.19
Normal,speaker,69.79,44396.49,2.233,530.09
DDoS,light,262.98,101879.32,3.876,348.54
DDoS,light,327.77,77036.44,6.005,468.68
Normal,camera,112.29,91426.98,3.669,386.36
DDoS,light,408.7,87878.82,2.565,412.14
Normal,light,30.4,3770.83,0.689,675.87
Normal,speaker,76.0,41670.28,2.374,703.9
DDoS,speaker,387.13,141068.82,1.818,476.63
Normal,camera,133.49,92111.97,2.539,638.82
DDoS,light,241.55,39449.66,6.128,307.52
Normal,camera,105.61,98253.23,1.52,562.45
DDoS,thermostat,520.49,51691.75,3.266,597.09
Normal,camera,86.5,84539.9,5.25,822.34
Normal,thermostat,50.46,15447.41,5.475,771.0
Normal,thermostat,44.53,18886.73,1.371,664.28
DDoS,light,391.77,22365.92,1.744,569.47
DDoS,thermostat,460.68,171174.25,9.839,653.94
Normal,light,37.2,17801.07,4.465,564.69
Normal,thermostat,52.31,9344.25,3.291,656.87
Normal,camera,112.42,79623.54,0.394,635.73
DDoS,light,335.39,102160.73,4.142,522.57
Normal,camera,100.29,101062.68,5.194,546.57
DDoS,thermostat,401.67,209932.82,3.012,639.35
DDoS,light,253.13,54421.54,3.382,338.59
Normal,thermostat,104.14,22319.99,3.44,630.04
Normal,camera,102.04,79906.19,4.215,811.83
Normal,thermostat,65.37,20046.47,1.966,648.28
DDoS,speaker,719.29,204628.65,3.959,457.22
